"id","property class","acreage", "value", "orig val data"
459.-1-15.2 ,314 Rural vac<10,7.30,"45,000","FULL MARKET VALUE 45,000\r"
459.-1-16 ,null,22.30,"79,000","FULL MARKET VALUE 79,000\r"
459.-1-17 ,null,17.18,"45,000","FULL MARKET VALUE 45,000\r"
459.-1-18 ,null,1.70,"190,000","FULL MARKET VALUE 190,000 FD114 Long eddy fire dist 19,000 TO\r"
459.-1-19 ,210 1 Family Res,1.78,"300,000","FULL MARKET VALUE 300,000\r"
459.-1-23 ,null,26.20,"140,000","FULL MARKET VALUE 140,000\r"
459.-1-24 ,210 1 Family Res,2.70,"155,000","FULL MARKET VALUE 155,000\r"
459.-1-25 ,260 Seasonal res,0.50,"125,000","FULL MARKET VALUE 125,000\r"
459.-1-26 ,210 1 Family Res,1.40,"120,000","FULL MARKET VALUE 120,000\r"
459.-1-27.21 ,210 1 Family Res,2.86,"160,000","FULL MARKET VALUE 160,000\r"
459.-1-27.22 ,null,13.36,"25,000","FULL MARKET VALUE 25,000\r"
459.-1-28 ,null,19.30,"70,000","FULL MARKET VALUE 70,000\r"
459.-1-29 ,null,93.50,"140,000","FULL MARKET VALUE 140,000\r"
459.-1-34.2 ,210 1 Family Res,1.00,"150,000","FULL MARKET VALUE 150,000\r"
459.-1-35 ,260 Seasonal res,0.44,"115,000","FULL MARKET VALUE 115,000\r"
460.-1-2 ,314 Rural vac<10,9.60,"15,000","FULL MARKET VALUE 15,000\r"
460.-1-3 ,314 Rural vac<10,7.19,"12,000","FULL MARKET VALUE 12,000\r"
460.-1-4.1 ,260 Seasonal res,5.39,"155,000","FULL MARKET VALUE 155,000\r"
460.-1-4.211 ,314 Rural vac<10,8.89,"40,000","FULL MARKET VALUE 40,000\r"
460.-1-4.212 ,314 Rural vac<10,6.63,"45,000","FULL MARKET VALUE 45,000\r"
460.-1-4.22 ,210 1 Family Res,9.40,"189,750","FULL MARKET VALUE 189,750\r"
460.-1-5 ,null,16.10,"320,000","FULL MARKET VALUE 320,000\r"
460.-1-6.2 ,210 1 Family Res,6.26,"170,000","FULL MARKET VALUE 170,000\r"
460.-1-7 ,null,109.90,"190,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 190,000\r"
460.-1-8 ,314 Rural vac<10,null,"10,000","FULL MARKET VALUE 10,000\r"
460.-1-9 ,314 Rural vac<10,null,"10,000","FULL MARKET VALUE 10,000\r"
460.-1-10.1 ,260 Seasonal res,2.83,"45,000","FULL MARKET VALUE 45,000\r"
460.-1-10.2 ,314 Rural vac<10,7.00,"20,000","FULL MARKET VALUE 20,000\r"
460.-1-10.3 ,314 Rural vac<10,3.70,"15,000","FULL MARKET VALUE 15,000\r"
460.-1-11.111 ,null,31.80,"355,000","FULL MARKET VALUE 355,000\r"
460.-1-11.112 ,null,41.75,"100,000","FULL MARKET VALUE 100,000\r"
460.-1-11.12 ,210 1 Family Res,7.50,"250,000","FULL MARKET VALUE 250,000\r"
460.-1-11.2 ,260 Seasonal res,1.55,"190,000","FULL MARKET VALUE 190,000\r"
460.-1-13 ,210 1 Family Res,3.70,"210,000","FULL MARKET VALUE 210,000\r"
460.-1-14 ,314 Rural vac<10,3.90,"28,000","FULL MARKET VALUE 28,000\r"
460.-1-15 ,210 1 Family Res,7.15,"208,000","FULL MARKET VALUE 208,000 FD114 Long eddy fire dist 20,800 TO\r"
460.-1-17 ,210 1 Family Res,76.10,"260,000","FULL MARKET VALUE 260,000\r"
460.-1-18 ,260 Seasonal res,49.60,"140,000","FULL MARKET VALUE 140,000\r"
460.-1-19.1 ,null,51.01,"127,000","FULL MARKET VALUE 127,000\r"
460.-1-19.2 ,323 Vacant rural,3.91,"14,000","FULL MARKET VALUE 14,000\r"
460.-1-20 ,null,39.43,"100,000","FULL MARKET VALUE 100,000\r"
460.-1-21.11 ,null,152.48,"155,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 155,000\r"
460.-1-21.12 ,null,103.19,"150,000","FULL MARKET VALUE 150,000\r"
460.-1-21.2 ,314 Rural vac<10,7.70,"20,000","FULL MARKET VALUE 20,000\r"
460.-1-23.11 ,null,15.62,"50,000","FULL MARKET VALUE 50,000\r"
460.-1-23.12 ,314 Rural vac<10,8.77,"35,000","FULL MARKET VALUE 35,000\r"
460.-1-23.2 ,null,10.75,"25,000","FULL MARKET VALUE 25,000\r"
460.-1-24.1 ,210 1 Family Res,11.00,"205,000","FULL MARKET VALUE 205,000\r"
460.-1-24.2 ,null,10.00,"310,000","FULL MARKET VALUE 310,000\r"
460.-1-24.3 ,210 1 Family Res,15.55,"400,000","FULL MARKET VALUE 400,000 FD114 Long eddy fire dist 40,000 TO\r"
460.-1-24.4 ,314 Rural vac<10,5.00,"25,000","FULL MARKET VALUE 25,000\r"
460.-1-24.5 ,260 Seasonal res,10.00,"160,000","FULL MARKET VALUE 160,000\r"
460.-1-24.61 ,null,22.34,"150,000","FULL MARKET VALUE 150,000\r"
460.-1-24.62 ,210 1 Family Res,22.34,"230,000","FULL MARKET VALUE 230,000\r"
460.-1-24.7 ,null,18.70,"125,000","FULL MARKET VALUE 125,000\r"
460.-1-25 ,null,20.20,"25,000","FULL MARKET VALUE 25,000\r"
460.-1-26 ,null,95.30,"620,000","FULL MARKET VALUE 620,000\r"
460.-1-27.1 ,null,21.60,"60,000","FULL MARKET VALUE 60,000\r"
460.-1-27.2 ,314 Rural vac<10,2.80,"20,000","FULL MARKET VALUE 20,000\r"
460.-1-28 ,null,64.10,"35,000","FULL MARKET VALUE 35,000\r"
460.-1-29 ,null,48.50,"265,000","FULL MARKET VALUE 265,000\r"
460.-1-30 ,null,97.10,"120,000","FULL MARKET VALUE 120,000\r"
460.-1-31 ,260 Seasonal res,94.10,"200,000","FULL MARKET VALUE 200,000\r"
460.-1-32 ,null,101.60,"105,000","FULL MARKET VALUE 105,000\r"
460.-2-1 ,null,13.77,"50,000","FULL MARKET VALUE 50,000\r"
460.-2-3 ,314 Rural vac<10,9.50,"40,000","FULL MARKET VALUE 40,000\r"
460.-2-4 ,210 1 Family Res,9.93,"215,000","FULL MARKET VALUE 215,000\r"
460.-2-5 ,210 1 Family Res,8.71,"200,000","FULL MARKET VALUE 200,000\r"
460.-2-6 ,314 Rural vac<10,7.50,"70,000","FULL MARKET VALUE 70,000\r"
461.-1-1.111 ,null,14.00,"20,000","FULL MARKET VALUE 20,000\r"
461.-1-1.112 ,null,50.00,"200,000","FULL MARKET VALUE 200,000\r"
461.-1-1.12 ,null,20.00,"65,000","FULL MARKET VALUE 65,000\r"
461.-1-1.2 ,null,67.01,"100,000","FULL MARKET VALUE 100,000\r"
461.-1-3 ,null,120.00,"120,000","FULL MARKET VALUE 120,000\r"
461.-1-4 ,null,80.00,"125,000","FULL MARKET VALUE 125,000\r"
461.-1-5.1 ,null,27.90,"35,000","FULL MARKET VALUE 35,000\r"
461.-1-5.2 ,null,23.79,"35,000","FULL MARKET VALUE 35,000\r"
461.-1-6 ,260 Seasonal res,50.10,"90,000","FULL MARKET VALUE 90,000\r"
461.-1-7 ,null,45.00,"80,000","FULL MARKET VALUE 80,000\r"
461.-1-8 ,314 Rural vac<10,null,"1,000","FULL MARKET VALUE 1,000\r"
462.-1-1 ,210 1 Family Res,3.80,"130,500","FULL MARKET VALUE 130,500 FD112 Hancock Rural FD 13,050 TO\r"
462.-1-2 ,null,314.00,"320,000","FULL MARKET VALUE 320,000\r"
462.-1-3.1 ,null,32.20,"145,000","FULL MARKET VALUE 145,000\r"
462.-1-3.2 ,null,2.00,"40,000","FULL MARKET VALUE 40,000\r"
462.-1-4.1 ,210 1 Family Res,2.30,"170,000","FULL MARKET VALUE 170,000\r"
462.-1-4.2 ,null,13.71,"35,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 35,000\r"
462.-1-6 ,314 Rural vac<10,null,"15,000","FULL MARKET VALUE 15,000\r"
462.-1-7 ,314 Rural vac<10,1.20,"10,000","FULL MARKET VALUE 10,000\r"
462.-1-8 ,210 1 Family Res,null,"56,000","FULL MARKET VALUE 56,000 FD112 Hancock Rural FD 5,600 TO\r"
462.-1-9 ,314 Rural vac<10,0.13,"12,000","FULL MARKET VALUE 12,000\r"
462.-1-11 ,210 1 Family Res,1.10,"135,000","FULL MARKET VALUE 135,000\r"
462.-1-12 ,null,0.60,"100,000","FULL MARKET VALUE 100,000\r"
462.-1-13 ,323 Vacant rural,1.00,"5,000","FULL MARKET VALUE 5,000\r"
462.-1-14 ,260 Seasonal res,1.00,"60,000","FULL MARKET VALUE 60,000\r"
462.-1-15 ,260 Seasonal res,0.50,"62,000","FULL MARKET VALUE 62,000\r"
462.-1-16 ,260 Seasonal res,null,"52,000","FULL MARKET VALUE 52,000\r"
462.-1-17 ,314 Rural vac<10,5.60,"25,000","FULL MARKET VALUE 25,000\r"
462.-1-18 ,null,25.80,"40,000","FULL MARKET VALUE 40,000\r"
462.-1-19 ,210 1 Family Res,1.90,"325,000","FULL MARKET VALUE 325,000\r"
462.-1-20 ,260 Seasonal res,1.00,"70,000","FULL MARKET VALUE 70,000\r"
462.-1-21 ,314 Rural vac<10,3.70,"22,000","FULL MARKET VALUE 22,000\r"
462.-1-22 ,260 Seasonal res,4.76,"150,000","FULL MARKET VALUE 150,000\r"
462.-1-23.1 ,210 1 Family Res,9.80,"75,000","FULL MARKET VALUE 75,000 FD112 Hancock Rural FD 7,500 TO\r"
462.-1-23.2 ,210 1 Family Res,2.10,"190,000","FULL MARKET VALUE 190,000\r"
462.-1-24 ,314 Rural vac<10,5.80,"25,000","FULL MARKET VALUE 25,000\r"
462.-1-25.1 ,260 Seasonal res,328.76,"400,000","FULL MARKET VALUE 400,000\r"
462.-1-26 ,260 Seasonal res,3.83,"350,000","FULL MARKET VALUE 350,000\r"
462.-1-28.2 ,210 1 Family Res,2.70,"250,000","FULL MARKET VALUE 250,000\r"
462.-1-29.1 ,210 1 Family Res,0.63,"42,000","FULL MARKET VALUE 42,000\r"
462.-1-29.2 ,314 Rural vac<10,1.00,"15,000","FULL MARKET VALUE 15,000\r"
462.-1-30 ,210 1 Family Res,0.13,"20,000","FULL MARKET VALUE 20,000\r"
462.-1-31 ,314 Rural vac<10,0.50,"15,000","FULL MARKET VALUE 15,000\r"
462.-1-32 ,210 1 Family Res - WTRFNT,3.60,"50,000","FULL MARKET VALUE 50,000\r"
462.-1-33 ,210 1 Family Res,0.13,"80,000","FULL MARKET VALUE 80,000\r"
462.-1-34.1 ,null,0.75,"40,000","FULL MARKET VALUE 40,000\r"
462.-1-34.2 ,null,null,"30,000","FULL MARKET VALUE 30,000\r"
462.-1-35.11 ,314 Rural vac<10,0.16,"8,000","FULL MARKET VALUE 8,000\r"
462.-1-35.12 ,210 1 Family Res,1.20,"80,000","FULL MARKET VALUE 80,000\r"
462.-1-35.2 ,210 1 Family Res,null,"50,000","FULL MARKET VALUE 50,000 FD112 Hancock Rural FD 5,000 TO\r"
462.-1-36.1 ,210 1 Family Res,null,"105,000","FULL MARKET VALUE 105,000\r"
462.-1-36.2 ,314 Rural vac<10,null,"5,000","FULL MARKET VALUE 5,000\r"
462.-1-37 ,210 1 Family Res,null,"120,000","FULL MARKET VALUE 120,000\r"
462.-1-38 ,null,1.50,"35,000","FULL MARKET VALUE 35,000\r"
462.-1-39 ,null,0.33,"25,000","FULL MARKET VALUE 25,000\r"
462.-1-42.1 ,314 Rural vac<10,2.95,"45,000","FULL MARKET VALUE 45,000\r"
462.-1-42.2 ,210 1 Family Res,2.49,"130,000","FULL MARKET VALUE 130,000\r"
462.-1-45 ,null,12.10,"110,000","FULL MARKET VALUE 110,000\r"
462.-1-46.1 ,210 1 Family Res - WTRFNT,6.59,"243,000","FULL MARKET VALUE 243,000\r"
462.-1-46.2 ,314 Rural vac<10,6.75,"50,000","FULL MARKET VALUE 50,000\r"
462.-1-47.1 ,null,6.00,"70,000","FULL MARKET VALUE 70,000\r"
462.-1-47.2 ,314 Rural vac<10,7.00,"60,000","FULL MARKET VALUE 60,000\r"
462.-1-49 ,314 Rural vac<10,4.80,"9,500","FULL MARKET VALUE 9,500\r"
462.-1-50.1 ,314 Rural vac<10,5.50,"12,000","FULL MARKET VALUE 12,000\r"
462.-1-50.2 ,210 1 Family Res - WTRFNT,4.00,"100,000","FULL MARKET VALUE 100,000\r"
462.-1-51 ,null,61.80,"9,000","FULL MARKET VALUE 9,000\r"
462.-1-53 ,null,136.30,"160,000","FULL MARKET VALUE 160,000\r"
462.-1-54 ,null,167.50,"220,000","FULL MARKET VALUE 220,000\r"
462.-1-56 ,260 Seasonal res,3.70,"100,000","FULL MARKET VALUE 100,000\r"
462.-1-59.1 ,null,86.40,"120,000","FULL MARKET VALUE 120,000\r"
462.-1-59.2 ,210 1 Family Res,3.00,"160,000","FULL MARKET VALUE 160,000\r"
462.-1-59.3 ,260 Seasonal res - WTRFNT,2.00,"30,000","FULL MARKET VALUE 30,000\r"
462.-1-59.4 ,null,4.72,"107,520","FULL MARKET VALUE 107,520\r"
462.-1-60 ,323 Vacant rural,null,"9,500","FULL MARKET VALUE 9,500\r"
462.-1-61 ,323 Vacant rural,0.13,"9,500","FULL MARKET VALUE 9,500\r"
462.-1-62 ,314 Rural vac<10,0.50,"12,000","FULL MARKET VALUE 12,000\r"
462.-1-63 ,210 1 Family Res,0.33,"52,000","FULL MARKET VALUE 52,000\r"
462.-1-64 ,260 Seasonal res,0.13,"109,000","FULL MARKET VALUE 109,000\r"
462.-1-65 ,210 1 Family Res,0.33,"50,000","FULL MARKET VALUE 50,000\r"
462.-1-66 ,210 1 Family Res,2.05,"150,000","FULL MARKET VALUE 150,000\r"
462.-1-67 ,null,80.10,"220,000","FULL MARKET VALUE 220,000\r"
462.-1-68 ,210 1 Family Res,3.90,"103,000","FULL MARKET VALUE 103,000\r"
462.-1-69 ,210 1 Family Res,2.40,"180,000","FULL MARKET VALUE 180,000\r"
462.-1-70 ,314 Rural vac<10,8.50,"37,000","FULL MARKET VALUE 37,000\r"
462.-1-71.2 ,null,14.60,"40,000","FULL MARKET VALUE 40,000\r"
462.-1-72 ,null,41.55,"80,000","FULL MARKET VALUE 80,000\r"
462.-1-73 ,null,null,"35,000","FULL MARKET VALUE 35,000\r"
462.-1-74 ,314 Rural vac<10,null,"3,000","FULL MARKET VALUE 3,000\r"
462.-1-75 ,314 Rural vac<10,1.47,"20,000","FULL MARKET VALUE 20,000\r"
463.-1-2.1 ,210 1 Family Res - WTRFNT,20.81,"235,000","Johnson Donald D Jr FULL MARKET VALUE 235,000\r"
463.-1-2.2 ,314 Rural vac<10,1.66,"22,000","FULL MARKET VALUE 22,000\r"
463.-1-3 ,260 Seasonal res - WTRFNT,2.20,"300,000","FULL MARKET VALUE 300,000\r"
463.-1-4 ,210 1 Family Res,5.02,"277,500","FULL MARKET VALUE 277,500\r"
463.-1-5 ,260 Seasonal res,5.30,"140,000","FULL MARKET VALUE 140,000\r"
463.-1-6 ,314 Rural vac<10,1.50,"30,000","FULL MARKET VALUE 30,000\r"
463.-1-7 ,260 Seasonal res,1.40,"120,000","FULL MARKET VALUE 120,000\r"
463.-1-8 ,260 Seasonal res,null,"30,000","FULL MARKET VALUE 30,000\r"
463.-1-9 ,260 Seasonal res,2.00,"102,000","FULL MARKET VALUE 102,000\r"
463.-1-10.1 ,210 1 Family Res,6.50,"270,000","FULL MARKET VALUE 270,000\r"
463.-1-10.2 ,260 Seasonal res,17.79,"85,000","FULL MARKET VALUE 85,000\r"
463.-1-11.2 ,210 1 Family Res - WTRFNT,32.77,"468,750","FULL MARKET VALUE 468,750\r"
463.-1-11.3 ,260 Seasonal res - WTRFNT,31.40,"286,000","FULL MARKET VALUE 286,000\r"
463.-1-11.41 ,314 Rural vac<10,1.98,"15,000","FULL MARKET VALUE 15,000\r"
463.-1-12.11 ,210 1 Family Res - WTRFNT,6.87,"80,000","FULL MARKET VALUE 80,000\r"
463.-1-12.12 ,314 Rural vac<10,5.21,"50,000","FULL MARKET VALUE 50,000\r"
463.-1-12.13 ,210 1 Family Res - WTRFNT,5.53,"205,000","FULL MARKET VALUE 205,000\r"
463.-1-12.14 ,210 1 Family Res - WTRFNT,5.42,"500,000","FULL MARKET VALUE 500,000\r"
463.-1-12.15 ,314 Rural vac<10,5.34,"90,000","FULL MARKET VALUE 90,000\r"
463.-1-12.16 ,260 Seasonal res,5.47,"110,000","FULL MARKET VALUE 110,000\r"
463.-1-12.17 ,210 1 Family Res - WTRFNT,5.22,"280,000","FULL MARKET VALUE 280,000\r"
463.-1-12.21 ,314 Rural vac<10,4.00,"20,000","FULL MARKET VALUE 20,000\r"
463.-1-12.22 ,null,11.95,"232,000","FULL MARKET VALUE 232,000\r"
463.-1-13 ,314 Rural vac<10,null,"3,500","FULL MARKET VALUE 3,500\r"
463.-1-15 ,260 Seasonal res,65.64,"140,000","FULL MARKET VALUE 140,000\r"
463.-1-18 ,null,50.00,"50,000","FULL MARKET VALUE 50,000\r"
463.-1-19 ,null,210.30,"200,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 200,000\r"
463.-1-21 ,260 Seasonal res,5.95,"119,000","FULL MARKET VALUE 119,000\r"
463.-1-22 ,null,6.03,"60,000","FULL MARKET VALUE 60,000\r"
463.-1-23 ,314 Rural vac<10,5.89,"50,000","FULL MARKET VALUE 50,000\r"
463.-1-27 ,null,5.47,"70,000","FULL MARKET VALUE 70,000\r"
463.-1-28 ,323 Vacant rural,null,"2,000","FULL MARKET VALUE 2,000\r"
463.-2-2 ,314 Rural vac<10,5.30,"31,000","FULL MARKET VALUE 31,000\r"
463.-2-3 ,314 Rural vac<10,5.82,"32,000","FULL MARKET VALUE 32,000\r"
463.-2-4 ,260 Seasonal res,5.83,"220,000","FULL MARKET VALUE 220,000\r"
463.-2-5 ,260 Seasonal res,5.87,"122,000","FULL MARKET VALUE 122,000\r"
463.-2-6 ,210 1 Family Res,5.77,"250,000","FULL MARKET VALUE 250,000\r"
463.-2-7 ,210 1 Family Res,9.27,"310,000","FULL MARKET VALUE 310,000\r"
463.-2-8 ,314 Rural vac<10,5.00,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-9 ,314 Rural vac<10,5.00,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-10 ,314 Rural vac<10,5.70,"32,000","FULL MARKET VALUE 32,000\r"
463.-2-11 ,314 Rural vac<10,5.00,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-12 ,210 1 Family Res,5.56,"260,000","FULL MARKET VALUE 260,000\r"
463.-2-13 ,210 1 Family Res,10.74,"160,000","FULL MARKET VALUE 160,000\r"
463.-2-15 ,260 Seasonal res,5.10,"130,000","FULL MARKET VALUE 130,000\r"
463.-2-16 ,314 Rural vac<10,10.00,"40,000","FULL MARKET VALUE 40,000\r"
463.-2-17 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-18 ,null,5.10,"35,000","FULL MARKET VALUE 35,000\r"
463.-2-19 ,260 Seasonal res,5.10,"110,000","FULL MARKET VALUE 110,000\r"
463.-2-20 ,314 Rural vac<10,5.17,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-21 ,210 1 Family Res,5.02,"250,000","FULL MARKET VALUE 250,000\r"
463.-2-22 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-23 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-24 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-25 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-26 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-27 ,null,5.10,"26,250","FULL MARKET VALUE 26,250\r"
463.-2-28 ,260 Seasonal res,5.56,"91,000","FULL MARKET VALUE 91,000\r"
463.-2-29 ,314 Rural vac<10,10.00,"40,000","FULL MARKET VALUE 40,000\r"
463.-2-30 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-31 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-32 ,314 Rural vac<10,5.10,"10,080","FULL MARKET VALUE 10,080\r"
463.-2-33 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-34 ,314 Rural vac<10,5.10,"25,200","FULL MARKET VALUE 25,200\r"
463.-2-35 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-36 ,314 Rural vac<10,5.11,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-37 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-38 ,314 Rural vac<10,5.10,"10,080","FULL MARKET VALUE 10,080\r"
463.-2-39 ,314 Rural vac<10,10.00,"16,450","FULL MARKET VALUE 16,450\r"
463.-2-40 ,314 Rural vac<10,5.10,"10,080","FULL MARKET VALUE 10,080\r"
463.-2-41 ,314 Rural vac<10,5.06,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-42 ,314 Rural vac<10,5.40,"31,000","FULL MARKET VALUE 31,000\r"
463.-2-43 ,314 Rural vac<10,5.26,"31,000","FULL MARKET VALUE 31,000\r"
463.-2-44 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-45 ,314 Rural vac<10,5.13,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-46 ,314 Rural vac<10,9.00,"38,000","FULL MARKET VALUE 38,000\r"
463.-2-47 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-48 ,260 Seasonal res,5.23,"80,000","FULL MARKET VALUE 80,000\r"
463.-2-49 ,314 Rural vac<10,5.25,"31,000","FULL MARKET VALUE 31,000\r"
463.-2-50 ,314 Rural vac<10,5.05,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-51 ,314 Rural vac<10,5.10,"10,080","FULL MARKET VALUE 10,080\r"
463.-2-52 ,null,10.15,"16,580","FULL MARKET VALUE 16,580\r"
463.-2-54 ,314 Rural vac<10,5.27,"41,000","FULL MARKET VALUE 41,000\r"
463.-2-55 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-56 ,314 Rural vac<10,5.09,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-57 ,314 Rural vac<10,5.03,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-58 ,314 Rural vac<10,5.09,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-59 ,null,5.08,"40,000","FULL MARKET VALUE 40,000\r"
463.-2-60 ,314 Rural vac<10,5.00,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-61 ,260 Seasonal res,5.11,"50,000","FULL MARKET VALUE 50,000\r"
463.-2-62 ,314 Rural vac<10,5.10,"10,080","FULL MARKET VALUE 10,080\r"
463.-2-63 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-64 ,314 Rural vac<10,5.09,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-65 ,260 Seasonal res,5.09,"150,000","FULL MARKET VALUE 150,000\r"
463.-2-66 ,314 Rural vac<10,5.30,"31,000","FULL MARKET VALUE 31,000\r"
463.-2-67 ,314 Rural vac<10,5.20,"30,000","Burger Leonard E III FULL MARKET VALUE 30,000\r"
463.-2-68 ,314 Rural vac<10,5.41,"31,000","FULL MARKET VALUE 31,000\r"
463.-2-69 ,314 Rural vac<10,5.44,"31,000","FULL MARKET VALUE 31,000\r"
463.-2-70 ,null,6.18,"25,300","FULL MARKET VALUE 25,300\r"
463.-2-71 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-72 ,314 Rural vac<10,5.28,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-73 ,260 Seasonal res,5.57,"51,000","FULL MARKET VALUE 51,000\r"
463.-2-74 ,314 Rural vac<10,5.67,"70,000","FULL MARKET VALUE 70,000\r"
463.-2-75 ,210 1 Family Res,8.29,"185,000","FULL MARKET VALUE 185,000\r"
463.-2-77 ,314 Rural vac<10,5.15,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-78 ,314 Rural vac<10,5.11,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-79 ,260 Seasonal res,8.38,"160,000","FULL MARKET VALUE 160,000\r"
463.-2-83 ,null,27.89,"335,000","FULL MARKET VALUE 335,000\r"
463.-2-84 ,260 Seasonal res,5.16,"60,000","FULL MARKET VALUE 60,000\r"
463.-2-85 ,314 Rural vac<10,6.65,"12,160","FULL MARKET VALUE 12,160\r"
463.-2-86 ,314 Rural vac<10,6.21,"11,510","FULL MARKET VALUE 11,510\r"
463.-2-87 ,314 Rural vac<10,6.80,"32,000","FULL MARKET VALUE 32,000\r"
463.-2-88 ,314 Rural vac<10,5.50,"31,000","FULL MARKET VALUE 31,000\r"
463.-2-89 ,260 Seasonal res,10.00,"60,000","FULL MARKET VALUE 60,000\r"
463.-2-90 ,314 Rural vac<10,6.15,"30,000","FULL MARKET VALUE 30,000\r"
463.-2-91 ,210 1 Family Res,5.83,"132,000","FULL MARKET VALUE 132,000\r"
463.-2-93 ,260 Seasonal res,5.72,"67,000","FULL MARKET VALUE 67,000\r"
463.-2-95 ,314 Rural vac<10,5.97,"60,000","FULL MARKET VALUE 60,000\r"
463.-2-96 ,314 Rural vac<10,5.68,"60,000","FULL MARKET VALUE 60,000\r"
463.-2-97 ,314 Rural vac<10,5.57,"65,000","FULL MARKET VALUE 65,000\r"
463.-2-98 ,314 Rural vac<10,5.30,"31,000","Burger Leonard E III FULL MARKET VALUE 31,000\r"
463.-2-99 ,314 Rural vac<10,5.30,"45,000","FULL MARKET VALUE 45,000\r"
463.-3-1 ,314 Rural vac<10,10.00,"40,000","FULL MARKET VALUE 40,000\r"
463.-3-2 ,210 1 Family Res,10.00,"240,000","FULL MARKET VALUE 240,000\r"
463.-3-3 ,314 Rural vac<10,6.83,"34,000","FULL MARKET VALUE 34,000\r"
463.-3-4 ,null,6.83,"54,000","FULL MARKET VALUE 54,000\r"
463.-3-5 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-3-6 ,210 1 Family Res,5.10,"160,000","FULL MARKET VALUE 160,000\r"
463.-3-7 ,210 1 Family Res,10.02,"180,000","FULL MARKET VALUE 180,000\r"
463.-3-9 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-3-10 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-3-11 ,314 Rural vac<10,5.11,"30,000","FULL MARKET VALUE 30,000\r"
463.-3-12 ,314 Rural vac<10,5.17,"30,000","FULL MARKET VALUE 30,000\r"
463.-3-13 ,314 Rural vac<10,5.10,"30,000","FULL MARKET VALUE 30,000\r"
463.-3-14 ,314 Rural vac<10,5.10,"16,250","FULL MARKET VALUE 16,250\r"
463.-3-15 ,314 Rural vac<10,5.75,"32,000","FULL MARKET VALUE 32,000\r"
463.-3-16 ,314 Rural vac<10,7.18,"12,810","FULL MARKET VALUE 12,810\r"
463.-3-17 ,null,5.34,"38,000","FULL MARKET VALUE 38,000\r"
463.-4-1 ,314 Rural vac<10,6.00,"42,000","FULL MARKET VALUE 42,000\r"
463.-4-2 ,314 Rural vac<10,5.53,"31,000","FULL MARKET VALUE 31,000\r"
463.-4-3 ,260 Seasonal res,5.89,"94,000","FULL MARKET VALUE 94,000\r"
463.-4-4 ,314 Rural vac<10,5.62,"31,000","FULL MARKET VALUE 31,000\r"
463.-4-5 ,314 Rural vac<10,5.65,"31,000","FULL MARKET VALUE 31,000\r"
